participant,difficulty,left_pupil_position,right_pupil_position,left_eye_position,right_eye_position,left_eye_size_x,right_eye_size_x,left_eye_size_y,right_eye_size_y,time_stamp
participant_3,hard,"(118.40230679892238, 83.18595783051364)","(45.11360925951112, 78.02250220134192)","(102.48107159211759, 87.94003219454135)","(30.237330079478852, 82.57334991720927)",31.542040575835927,29.722715844131017,10.812830766832121,10.640694025210905,1626427518717
participant_3,hard,"(118.40230679892238, 83.18595783051364)","(45.11360925951112, 78.02250220134192)","(102.48107159211759, 87.94003219454135)","(30.237330079478852, 82.57334991720927)",31.542040575835927,29.722715844131017,10.812830766832121,10.640694025210905,1626427518775
participant_3,hard,"(115.61667287995351, 69.07825526685654)","(41.319955043345885, 64.26200873315497)","(99.31617438098827, 74.34133800092557)","(26.04371198290346, 69.27986128143719)",32.176210024383195,30.611274246331945,11.94506150741654,11.585718967961824,1626427518862
participant_3,hard,"(118.60686591557715, 82.96735748739866)","(45.468599790572625, 77.87954571843147)","(102.53962667867381, 87.68031571121537)","(30.37857549187538, 82.4065279407223)",31.792704388630227,30.109672101134493,10.751147233284428,10.540907634305768,1626427518945
participant_3,hard,"(118.64805907936113, 81.48122418285095)","(45.43484651474898, 77.77767446424389)","(102.69752287541087, 86.25567474880427)","(30.37857549187538, 82.4065279407223)",31.687836381506713,29.839645894545356,10.853001329592189,10.540907634305768,1626427519017
participant_3,hard,"(118.64805907936113, 81.48122418285095)","(45.25667239017133, 77.45273258755935)","(102.69752287541087, 86.25567474880427)","(30.37857549187538, 82.4065279407223)",31.687836381506713,29.839645894545356,10.853001329592189,11.457726175392963,1626427519061
participant_3,hard,"(119.80245121509029, 82.11788977886306)","(46.62579447071903, 77.41405149480875)","(103.71493648354907, 86.82919073049376)","(31.537327801797346, 81.94068296520615)",31.812058685669413,30.090838251551745,10.858263331026109,10.582188788494904,1626427519139
participant_3,hard,"(119.80245121509029, 82.11788977886306)","(46.30144769992347, 77.45246988293718)","(103.71493648354907, 86.82919073049376)","(31.537327801797346, 81.94068296520615)",31.812058685669413,29.174748619021102,10.858263331026109,10.582188788494904,1626427519218
participant_3,hard,"(118.44660755647101, 81.20511202503508)","(45.80905856284477, 76.92899396155781)","(102.58960966916766, 85.98813346299357)","(31.537327801797346, 81.24860923859524)",31.48852100599106,29.174748619021102,11.029062833255011,10.836050994366815,1626427519264
participant_3,hard,"(116.69397526527484, 69.87881208597332)","(43.614353409428304, 66.10539955654667)","(100.41854192727351, 74.85663172076693)","(28.649150530874067, 70.86299337574201)",32.24146027259485,29.942999937893546,11.410927818134951,11.143788200367453,1626427519356
participant_3,hard,"(116.31613112139621, 68.45073700520355)","(43.098538292762896, 64.7753249331347)","(100.07029195970607, 73.68036473164464)","(28.00933246128443, 69.78215658536827)",32.11648603395953,30.272108754577843,11.944261843691493,11.56401400267167,1626427519462
participant_3,hard,"(119.96764351976276, 81.81010060041558)","(46.15234233862111, 76.88976908466475)","(103.91265903787006, 86.64230781991316)","(30.948313608071658, 81.54486569466641)",31.81385430866068,30.38569859995367,11.063406552808345,10.856371188992824,1626427519498
