participant,difficulty,left_pupil_position,right_pupil_position,left_eye_position,right_eye_position,left_eye_size_x,right_eye_size_x,left_eye_size_y,right_eye_size_y,time_stamp
participant_12,medium,"(110.80543934738309, 76.19899966463709)","(39.1230073896877, 77.99743279793074)","(95.67384540478635, 78.83575589021623)","(25.521358973502174, 80.77440330781522)",30.38320088608998,27.90461564117959,6.7581257666224985,7.107774503472712,1627934572816
participant_12,medium,"(110.80543934738309, 76.19899966463709)","(39.1230073896877, 77.99743279793074)","(95.67384540478635, 78.83575589021623)","(25.521358973502174, 80.77440330781522)",30.38320088608998,27.90461564117959,6.7581257666224985,7.107774503472712,1627934572831
participant_12,medium,"(113.41931878489504, 73.74373124605427)","(39.829418703887995, 76.63112385495583)","(97.36907949227314, 78.10791332076403)","(25.678789529411006, 80.77440330781522)",31.65251675418405,29.58826461854187,11.364421776124772,10.94687400519527,1627934572949
participant_12,medium,"(113.21428630250375, 73.9049523274025)","(39.33925731252282, 77.5881573782691)","(96.60221625421491, 78.10791332076403)","(25.28843661073097, 82.20160786261022)",32.419379992242284,29.204872693206198,11.364421776124772,12.374078559990267,1627934573043
participant_12,medium,"(113.21428630250375, 73.9049523274025)","(39.33925731252282, 77.5881573782691)","(96.60221625421491, 78.10791332076403)","(25.28843661073097, 82.20160786261022)",32.419379992242284,29.204872693206198,11.364421776124772,12.374078559990267,1627934573060
participant_12,medium,"(112.49948494630814, 70.97148953130102)","(39.24545356425227, 74.36619089311762)","(96.1421774157702, 75.7580526469155)","(24.88786873160052, 79.02200477579296)",31.980925221200792,29.818088354395513,12.261557583901755,11.875806866373722,1627934573138
participant_12,medium,"(115.19955725755733, 72.25768254513923)","(41.49970539920446, 75.70873390694145)","(98.7400415195011, 77.06625051710486)","(27.054771741245986, 80.39057684063661)",32.10616357207165,29.992445927407047,12.28979641346993,11.921924181237017,1627934573223
participant_12,medium,"(114.89570666509167, 70.81682957655858)","(40.623296370352705, 74.68771607880602)","(98.63763240936349, 75.45048731539188)","(26.35482838580174, 79.24276215841653)",31.853717275309478,29.69047692348977,12.038336620178576,11.750647316737712,1627934573288
participant_12,medium,"(117.61728429497339, 73.58219780837067)","(43.32397032094889, 76.33372862936653)","(101.23854604378175, 78.32145721649522)","(28.829904366098162, 80.92411202549283)",31.919531639156048,29.99812361311251,12.130880410239115,11.797844022905338,1627934573354
participant_12,medium,"(116.06306914912989, 73.5841413132398)","(42.38962605510301, 75.07072227506637)","(100.04878583764547, 78.06599252937028)","(27.61662162151697, 79.43757126239595)",31.141304296037575,30.420353267711093,11.499681261007908,11.317809308418845,1627934573421
participant_12,medium,"(118.1136485549498, 78.49471609620082)","(44.34362751134313, 79.00787033281676)","(102.41736382118688, 83.00187802135952)","(29.59702094853128, 83.55788834371015)",30.455213485081913,30.392660157414866,11.45224787877305,11.738485369831324,1627934573485
