date;frame_id;HEAD_POS_ROLL_PITCH_YAW;FACE_LANDMARKS;LEFT_EYE;RIGHT_EYE;LEFT_EYE_CENTER;RIGHT_EYE_CENTER;LEFT_EYE_WIDTH;RIGHT_EYE_WIDTH;LEFT_EYE_HEIGHT;RIGHT_EYE_HEIGHT;LEFT_PUPIL_POS;RIGHT_PUPIL_POS;LEFT_PUPIL_DIAMETER;RIGHT_PUPIL_DIAMETER
2021-06-02 09:58:04.849447;1622620684.8494473;(-178.8886149798854, 0.929672315933273, 9.529303065787392);"[[256.18811165 439.57691511]
 [143.18541734 316.6061435 ]
 [176.36960718 415.61843363]
 [185.25520711 423.41303462]
 [195.29401641 429.89254902]
 [206.11425623 435.16187557]
 [217.85103251 439.3760978 ]
 [230.31772702 441.89465665]
 [243.17339281 442.16153674]
 [143.65167756 328.83487416]
 [145.26472343 340.43267914]
 [147.41319536 351.9041371 ]
 [150.16182213 363.24613752]
 [153.50954955 374.5532845 ]
 [157.53016463 385.83841054]
 [162.41275841 396.72596256]
 [168.71210337 406.68100904]
 [284.9351549  291.15049607]
 [291.98334858 380.77689022]
 [290.0885598  390.75756271]
 [287.26699196 400.47732886]
 [283.55841809 409.83984063]
 [279.35533647 419.09308071]
 [273.89349602 427.56046525]
 [266.43173378 434.61025917]
 [287.46245877 300.67654593]
 [289.62425743 310.29346855]
 [291.42693342 319.95882264]
 [292.74372526 329.76726079]
 [293.55234635 339.74351534]
 [293.73707389 349.91885815]
 [293.68070348 360.06307298]
 [293.11736559 370.22978366]
 [192.66462914 322.51253298]
 [192.30101057 318.00863046]
 [177.68331003 321.08616543]
 [184.70498348 322.7617922 ]
 [200.51180865 320.08058796]
 [192.30101057 318.00863046]
 [207.61288459 316.83659515]
 [191.58962843 312.36897209]
 [183.54721897 315.47478546]
 [200.0936213  312.94761238]
 [163.49959298 310.24756133]
 [174.87429798 306.70831052]
 [187.08669213 304.56359301]
 [213.83844044 305.47263453]
 [200.32787893 304.01166   ]
 [172.10110927 299.19553441]
 [185.85261177 295.09590157]
 [214.0273794  298.73201531]
 [200.54366905 295.58958079]
 [215.54843877 392.67927955]
 [249.44285419 398.65621705]
 [231.89104441 390.802655  ]
 [225.54809162 397.4210119 ]
 [236.76717637 399.69468817]
 [260.44805836 384.83618069]
 [267.42867688 388.42677958]
 [260.86693378 395.38073384]
 [247.58613585 388.38626089]
 [272.40114861 380.86589897]
 [246.64595328 386.13099984]
 [238.41491875 379.5249895 ]
 [226.37579495 385.33394056]
 [220.25901698 391.88661481]
 [231.3152161  388.80465751]
 [252.0099574  376.69106199]
 [262.88008185 377.55003716]
 [268.63338184 381.82008913]
 [259.56040097 382.83250691]
 [245.63922485 379.67607789]
 [230.77383783 307.11451752]
 [235.08440848 320.33037034]
 [239.41862593 333.47133292]
 [219.57205657 314.94949434]
 [220.88888764 343.22385842]
 [217.94450814 356.80154126]
 [226.29469219 360.1189987 ]
 [234.65617648 360.24863756]
 [243.82434617 360.50430549]
 [241.99740867 310.38929825]
 [253.7864885  336.39953372]
 [261.04367516 347.6588625 ]
 [256.81146069 353.66645713]
 [250.82912157 356.71252571]
 [243.74457746 346.6554169 ]
 [262.01410942 309.40340464]
 [261.02699783 305.15119404]
 [248.34592003 309.30284035]
 [254.90183787 309.92759713]
 [268.66063844 306.78388087]
 [261.02699783 305.15119404]
 [273.87640539 302.79749893]
 [259.92866585 299.85215158]
 [252.95521461 303.18066077]
 [267.53319102 299.96151803]
 [245.92881965 299.69895748]
 [255.33208404 294.70048473]
 [265.05463251 291.50294846]
 [274.40335754 289.34519121]
 [283.07966599 287.71803515]
 [243.86319074 294.60502124]
 [252.7758233  288.34501535]
 [263.20181171 283.38077029]
 [274.16517621 282.14124908]]";"[[234.77842349 282.64254758]
 [242.1098433  278.18777387]
 [251.12818813 276.47429519]
 [260.06262787 278.55216765]
 [267.01771731 284.16005693]
 [259.20834565 286.42662509]
 [250.56077475 287.45215186]
 [242.03774915 285.98615829]]";"[[310.46557188 285.28882465]
 [317.05865485 280.07704836]
 [325.45652087 278.3919941 ]
 [333.72216308 280.40647006]
 [340.14987904 285.04457848]
 [333.53321608 288.00007581]
 [325.64063739 289.10710639]
 [317.60931513 287.66963496]]";[250.86295871 282.48522206];[325.45449479 284.2482166 ];32.23929381533162;29.684307156807336;10.977856670258916;10.715112290643448;[253 282];[324 284];0;0
2021-06-02 09:58:04.970106;1622620684.9701068;(-177.64501046391717, 0.4317781497935, 9.272039027368429);"[[256.18811165 439.57691511]
 [143.18541734 316.6061435 ]
 [176.36960718 415.61843363]
 [185.25520711 423.41303462]
 [195.29401641 429.89254902]
 [206.11425623 435.16187557]
 [217.85103251 439.3760978 ]
 [230.31772702 441.89465665]
 [243.17339281 442.16153674]
 [143.65167756 328.83487416]
 [145.26472343 340.43267914]
 [147.41319536 351.9041371 ]
 [150.16182213 363.24613752]
 [153.50954955 374.5532845 ]
 [157.53016463 385.83841054]
 [162.41275841 396.72596256]
 [168.71210337 406.68100904]
 [284.9351549  291.15049607]
 [291.98334858 380.77689022]
 [290.0885598  390.75756271]
 [287.26699196 400.47732886]
 [283.55841809 409.83984063]
 [279.35533647 419.09308071]
 [273.89349602 427.56046525]
 [266.43173378 434.61025917]
 [287.46245877 300.67654593]
 [289.62425743 310.29346855]
 [291.42693342 319.95882264]
 [292.74372526 329.76726079]
 [293.55234635 339.74351534]
 [293.73707389 349.91885815]
 [293.68070348 360.06307298]
 [293.11736559 370.22978366]
 [192.66462914 322.51253298]
 [192.30101057 318.00863046]
 [177.68331003 321.08616543]
 [184.70498348 322.7617922 ]
 [200.51180865 320.08058796]
 [192.30101057 318.00863046]
 [207.61288459 316.83659515]
 [191.58962843 312.36897209]
 [183.54721897 315.47478546]
 [200.0936213  312.94761238]
 [163.49959298 310.24756133]
 [174.87429798 306.70831052]
 [187.08669213 304.56359301]
 [213.83844044 305.47263453]
 [200.32787893 304.01166   ]
 [172.10110927 299.19553441]
 [185.85261177 295.09590157]
 [214.0273794  298.73201531]
 [200.54366905 295.58958079]
 [215.54843877 392.67927955]
 [249.44285419 398.65621705]
 [231.89104441 390.802655  ]
 [225.54809162 397.4210119 ]
 [236.76717637 399.69468817]
 [260.44805836 384.83618069]
 [267.42867688 388.42677958]
 [260.86693378 395.38073384]
 [247.58613585 388.38626089]
 [272.40114861 380.86589897]
 [246.64595328 386.13099984]
 [238.41491875 379.5249895 ]
 [226.37579495 385.33394056]
 [220.25901698 391.88661481]
 [231.3152161  388.80465751]
 [252.0099574  376.69106199]
 [262.88008185 377.55003716]
 [268.63338184 381.82008913]
 [259.56040097 382.83250691]
 [245.63922485 379.67607789]
 [230.77383783 307.11451752]
 [235.08440848 320.33037034]
 [239.41862593 333.47133292]
 [219.57205657 314.94949434]
 [220.88888764 343.22385842]
 [217.94450814 356.80154126]
 [226.29469219 360.1189987 ]
 [234.65617648 360.24863756]
 [243.82434617 360.50430549]
 [241.99740867 310.38929825]
 [253.7864885  336.39953372]
 [261.04367516 347.6588625 ]
 [256.81146069 353.66645713]
 [250.82912157 356.71252571]
 [243.74457746 346.6554169 ]
 [262.01410942 309.40340464]
 [261.02699783 305.15119404]
 [248.34592003 309.30284035]
 [254.90183787 309.92759713]
 [268.66063844 306.78388087]
 [261.02699783 305.15119404]
 [273.87640539 302.79749893]
 [259.92866585 299.85215158]
 [252.95521461 303.18066077]
 [267.53319102 299.96151803]
 [245.92881965 299.69895748]
 [255.33208404 294.70048473]
 [265.05463251 291.50294846]
 [274.40335754 289.34519121]
 [283.07966599 287.71803515]
 [243.86319074 294.60502124]
 [252.7758233  288.34501535]
 [263.20181171 283.38077029]
 [274.16517621 282.14124908]]";"[[236.63631989 286.43933696]
 [244.10054245 282.3456936 ]
 [253.12778586 280.98590525]
 [261.99780783 283.2916593 ]
 [268.96323736 288.94379233]
 [260.97427315 290.85530537]
 [252.27285153 291.5806861 ]
 [243.82361652 289.8993303 ]]";"[[312.36111657 290.88373082]
 [318.95638877 285.7458347 ]
 [327.31511692 284.2055717 ]
 [335.55389288 286.34441549]
 [341.96158044 291.07338436]
 [335.27016291 293.83642243]
 [327.37772284 294.79101338]
 [319.4337061  293.29808728]]";[252.73705432 286.79271365];[327.27871093 290.02230752];32.32691747009085;29.6004638694576;10.59478084618604;10.585441680474103;[254 287];[326 290];0;0
2021-06-02 09:58:05.095136;1622620685.095137;(-177.3434098517699, -0.6140656585770808, 9.554701504294961);"[[256.18811165 439.57691511]
 [143.18541734 316.6061435 ]
 [176.36960718 415.61843363]
 [185.25520711 423.41303462]
 [195.29401641 429.89254902]
 [206.11425623 435.16187557]
 [217.85103251 439.3760978 ]
 [230.31772702 441.89465665]
 [243.17339281 442.16153674]
 [143.65167756 328.83487416]
 [145.26472343 340.43267914]
 [147.41319536 351.9041371 ]
 [150.16182213 363.24613752]
 [153.50954955 374.5532845 ]
 [157.53016463 385.83841054]
 [162.41275841 396.72596256]
 [168.71210337 406.68100904]
 [284.9351549  291.15049607]
 [291.98334858 380.77689022]
 [290.0885598  390.75756271]
 [287.26699196 400.47732886]
 [283.55841809 409.83984063]
 [279.35533647 419.09308071]
 [273.89349602 427.56046525]
 [266.43173378 434.61025917]
 [287.46245877 300.67654593]
 [289.62425743 310.29346855]
 [291.42693342 319.95882264]
 [292.74372526 329.76726079]
 [293.55234635 339.74351534]
 [293.73707389 349.91885815]
 [293.68070348 360.06307298]
 [293.11736559 370.22978366]
 [192.66462914 322.51253298]
 [192.30101057 318.00863046]
 [177.68331003 321.08616543]
 [184.70498348 322.7617922 ]
 [200.51180865 320.08058796]
 [192.30101057 318.00863046]
 [207.61288459 316.83659515]
 [191.58962843 312.36897209]
 [183.54721897 315.47478546]
 [200.0936213  312.94761238]
 [163.49959298 310.24756133]
 [174.87429798 306.70831052]
 [187.08669213 304.56359301]
 [213.83844044 305.47263453]
 [200.32787893 304.01166   ]
 [172.10110927 299.19553441]
 [185.85261177 295.09590157]
 [214.0273794  298.73201531]
 [200.54366905 295.58958079]
 [215.54843877 392.67927955]
 [249.44285419 398.65621705]
 [231.89104441 390.802655  ]
 [225.54809162 397.4210119 ]
 [236.76717637 399.69468817]
 [260.44805836 384.83618069]
 [267.42867688 388.42677958]
 [260.86693378 395.38073384]
 [247.58613585 388.38626089]
 [272.40114861 380.86589897]
 [246.64595328 386.13099984]
 [238.41491875 379.5249895 ]
 [226.37579495 385.33394056]
 [220.25901698 391.88661481]
 [231.3152161  388.80465751]
 [252.0099574  376.69106199]
 [262.88008185 377.55003716]
 [268.63338184 381.82008913]
 [259.56040097 382.83250691]
 [245.63922485 379.67607789]
 [230.77383783 307.11451752]
 [235.08440848 320.33037034]
 [239.41862593 333.47133292]
 [219.57205657 314.94949434]
 [220.88888764 343.22385842]
 [217.94450814 356.80154126]
 [226.29469219 360.1189987 ]
 [234.65617648 360.24863756]
 [243.82434617 360.50430549]
 [241.99740867 310.38929825]
 [253.7864885  336.39953372]
 [261.04367516 347.6588625 ]
 [256.81146069 353.66645713]
 [250.82912157 356.71252571]
 [243.74457746 346.6554169 ]
 [262.01410942 309.40340464]
 [261.02699783 305.15119404]
 [248.34592003 309.30284035]
 [254.90183787 309.92759713]
 [268.66063844 306.78388087]
 [261.02699783 305.15119404]
 [273.87640539 302.79749893]
 [259.92866585 299.85215158]
 [252.95521461 303.18066077]
 [267.53319102 299.96151803]
 [245.92881965 299.69895748]
 [255.33208404 294.70048473]
 [265.05463251 291.50294846]
 [274.40335754 289.34519121]
 [283.07966599 287.71803515]
 [243.86319074 294.60502124]
 [252.7758233  288.34501535]
 [263.20181171 283.38077029]
 [274.16517621 282.14124908]]";"[[237.51720524 288.60858882]
 [245.05351552 284.54779711]
 [254.17589269 283.26508619]
 [263.0704107  285.75055922]
 [269.83241765 291.65570623]
 [261.85178561 293.62244128]
 [253.0756564  294.28717338]
 [244.59547755 292.37781014]]";"[[312.74581132 293.67220578]
 [319.47370063 288.3393649 ]
 [327.98916415 286.66935824]
 [336.31092938 288.79488152]
 [342.6417977  293.56140989]
 [335.99290628 296.5937305 ]
 [328.00570429 297.68166254]
 [319.92270492 296.15070544]]";[253.64654517 289.2643953 ];[327.88533984 292.68291485];32.31521240692928;29.895986382725823;11.022087186365752;11.01230429858333;[254 289];[326 293];0;0
2021-06-02 09:58:05.194158;1622620685.1941586;(-177.16764680211563, -1.1018318425227003, 9.236328509300538);"[[256.18811165 439.57691511]
 [143.18541734 316.6061435 ]
 [176.36960718 415.61843363]
 [185.25520711 423.41303462]
 [195.29401641 429.89254902]
 [206.11425623 435.16187557]
 [217.85103251 439.3760978 ]
 [230.31772702 441.89465665]
 [243.17339281 442.16153674]
 [143.65167756 328.83487416]
 [145.26472343 340.43267914]
 [147.41319536 351.9041371 ]
 [150.16182213 363.24613752]
 [153.50954955 374.5532845 ]
 [157.53016463 385.83841054]
 [162.41275841 396.72596256]
 [168.71210337 406.68100904]
 [284.9351549  291.15049607]
 [291.98334858 380.77689022]
 [290.0885598  390.75756271]
 [287.26699196 400.47732886]
 [283.55841809 409.83984063]
 [279.35533647 419.09308071]
 [273.89349602 427.56046525]
 [266.43173378 434.61025917]
 [287.46245877 300.67654593]
 [289.62425743 310.29346855]
 [291.42693342 319.95882264]
 [292.74372526 329.76726079]
 [293.55234635 339.74351534]
 [293.73707389 349.91885815]
 [293.68070348 360.06307298]
 [293.11736559 370.22978366]
 [192.66462914 322.51253298]
 [192.30101057 318.00863046]
 [177.68331003 321.08616543]
 [184.70498348 322.7617922 ]
 [200.51180865 320.08058796]
 [192.30101057 318.00863046]
 [207.61288459 316.83659515]
 [191.58962843 312.36897209]
 [183.54721897 315.47478546]
 [200.0936213  312.94761238]
 [163.49959298 310.24756133]
 [174.87429798 306.70831052]
 [187.08669213 304.56359301]
 [213.83844044 305.47263453]
 [200.32787893 304.01166   ]
 [172.10110927 299.19553441]
 [185.85261177 295.09590157]
 [214.0273794  298.73201531]
 [200.54366905 295.58958079]
 [215.54843877 392.67927955]
 [249.44285419 398.65621705]
 [231.89104441 390.802655  ]
 [225.54809162 397.4210119 ]
 [236.76717637 399.69468817]
 [260.44805836 384.83618069]
 [267.42867688 388.42677958]
 [260.86693378 395.38073384]
 [247.58613585 388.38626089]
 [272.40114861 380.86589897]
 [246.64595328 386.13099984]
 [238.41491875 379.5249895 ]
 [226.37579495 385.33394056]
 [220.25901698 391.88661481]
 [231.3152161  388.80465751]
 [252.0099574  376.69106199]
 [262.88008185 377.55003716]
 [268.63338184 381.82008913]
 [259.56040097 382.83250691]
 [245.63922485 379.67607789]
 [230.77383783 307.11451752]
 [235.08440848 320.33037034]
 [239.41862593 333.47133292]
 [219.57205657 314.94949434]
 [220.88888764 343.22385842]
 [217.94450814 356.80154126]
 [226.29469219 360.1189987 ]
 [234.65617648 360.24863756]
 [243.82434617 360.50430549]
 [241.99740867 310.38929825]
 [253.7864885  336.39953372]
 [261.04367516 347.6588625 ]
 [256.81146069 353.66645713]
 [250.82912157 356.71252571]
 [243.74457746 346.6554169 ]
 [262.01410942 309.40340464]
 [261.02699783 305.15119404]
 [248.34592003 309.30284035]
 [254.90183787 309.92759713]
 [268.66063844 306.78388087]
 [261.02699783 305.15119404]
 [273.87640539 302.79749893]
 [259.92866585 299.85215158]
 [252.95521461 303.18066077]
 [267.53319102 299.96151803]
 [245.92881965 299.69895748]
 [255.33208404 294.70048473]
 [265.05463251 291.50294846]
 [274.40335754 289.34519121]
 [283.07966599 287.71803515]
 [243.86319074 294.60502124]
 [252.7758233  288.34501535]
 [263.20181171 283.38077029]
 [274.16517621 282.14124908]]";"[[236.35854388 290.57873537]
 [243.86534549 286.41629417]
 [253.04523633 285.14773665]
 [262.00095779 287.78539558]
 [268.86761207 293.85207658]
 [260.76871708 295.72878426]
 [251.91486302 296.35924518]
 [243.40942923 294.40948211]]";"[[312.16157904 296.10991438]
 [318.80908169 290.64111534]
 [327.37544103 288.9067806 ]
 [335.80581233 291.09309014]
 [342.22171353 295.96799231]
 [335.52318991 298.99483884]
 [327.4727852  300.09308407]
 [319.35438646 298.59593574]]";[252.52883811 291.28471874];[327.34049865 295.05034393];32.50906819680495;30.06013448233716;11.211508526603213;11.1863034705857;[254 292];[326 295];0;0
2021-06-02 09:58:05.285165;1622620685.285165;(-177.07710055009477, -1.2946201285348837, 8.668758461058854);"[[256.18811165 439.57691511]
 [143.18541734 316.6061435 ]
 [176.36960718 415.61843363]
 [185.25520711 423.41303462]
 [195.29401641 429.89254902]
 [206.11425623 435.16187557]
 [217.85103251 439.3760978 ]
 [230.31772702 441.89465665]
 [243.17339281 442.16153674]
 [143.65167756 328.83487416]
 [145.26472343 340.43267914]
 [147.41319536 351.9041371 ]
 [150.16182213 363.24613752]
 [153.50954955 374.5532845 ]
 [157.53016463 385.83841054]
 [162.41275841 396.72596256]
 [168.71210337 406.68100904]
 [284.9351549  291.15049607]
 [291.98334858 380.77689022]
 [290.0885598  390.75756271]
 [287.26699196 400.47732886]
 [283.55841809 409.83984063]
 [279.35533647 419.09308071]
 [273.89349602 427.56046525]
 [266.43173378 434.61025917]
 [287.46245877 300.67654593]
 [289.62425743 310.29346855]
 [291.42693342 319.95882264]
 [292.74372526 329.76726079]
 [293.55234635 339.74351534]
 [293.73707389 349.91885815]
 [293.68070348 360.06307298]
 [293.11736559 370.22978366]
 [192.66462914 322.51253298]
 [192.30101057 318.00863046]
 [177.68331003 321.08616543]
 [184.70498348 322.7617922 ]
 [200.51180865 320.08058796]
 [192.30101057 318.00863046]
 [207.61288459 316.83659515]
 [191.58962843 312.36897209]
 [183.54721897 315.47478546]
 [200.0936213  312.94761238]
 [163.49959298 310.24756133]
 [174.87429798 306.70831052]
 [187.08669213 304.56359301]
 [213.83844044 305.47263453]
 [200.32787893 304.01166   ]
 [172.10110927 299.19553441]
 [185.85261177 295.09590157]
 [214.0273794  298.73201531]
 [200.54366905 295.58958079]
 [215.54843877 392.67927955]
 [249.44285419 398.65621705]
 [231.89104441 390.802655  ]
 [225.54809162 397.4210119 ]
 [236.76717637 399.69468817]
 [260.44805836 384.83618069]
 [267.42867688 388.42677958]
 [260.86693378 395.38073384]
 [247.58613585 388.38626089]
 [272.40114861 380.86589897]
 [246.64595328 386.13099984]
 [238.41491875 379.5249895 ]
 [226.37579495 385.33394056]
 [220.25901698 391.88661481]
 [231.3152161  388.80465751]
 [252.0099574  376.69106199]
 [262.88008185 377.55003716]
 [268.63338184 381.82008913]
 [259.56040097 382.83250691]
 [245.63922485 379.67607789]
 [230.77383783 307.11451752]
 [235.08440848 320.33037034]
 [239.41862593 333.47133292]
 [219.57205657 314.94949434]
 [220.88888764 343.22385842]
 [217.94450814 356.80154126]
 [226.29469219 360.1189987 ]
 [234.65617648 360.24863756]
 [243.82434617 360.50430549]
 [241.99740867 310.38929825]
 [253.7864885  336.39953372]
 [261.04367516 347.6588625 ]
 [256.81146069 353.66645713]
 [250.82912157 356.71252571]
 [243.74457746 346.6554169 ]
 [262.01410942 309.40340464]
 [261.02699783 305.15119404]
 [248.34592003 309.30284035]
 [254.90183787 309.92759713]
 [268.66063844 306.78388087]
 [261.02699783 305.15119404]
 [273.87640539 302.79749893]
 [259.92866585 299.85215158]
 [252.95521461 303.18066077]
 [267.53319102 299.96151803]
 [245.92881965 299.69895748]
 [255.33208404 294.70048473]
 [265.05463251 291.50294846]
 [274.40335754 289.34519121]
 [283.07966599 287.71803515]
 [243.86319074 294.60502124]
 [252.7758233  288.34501535]
 [263.20181171 283.38077029]
 [274.16517621 282.14124908]]";"[[235.80790391 291.82108127]
 [243.30391486 287.67111206]
 [252.47259568 286.4192274 ]
 [261.41392701 289.07718081]
 [268.26032618 295.16432976]
 [260.16714623 297.0181802 ]
 [251.32999848 297.62105269]
 [242.84120174 295.65417097]]";"[[311.48618387 297.5282322 ]
 [318.16042568 292.06423964]
 [326.75671108 290.32919709]
 [335.23398386 292.51393712]
 [341.71123624 297.38527959]
 [334.96637365 300.42020379]
 [326.87490474 301.51977628]
 [318.71670512 300.02059456]]";[251.94962676 292.55579189];[326.73831553 296.47268253];32.452422268013834;30.225052371402853;11.201825284734696;11.190579191668805;[253 293];[326 296];0;0
2021-06-02 09:58:05.377186;1622620685.377186;(-176.98491418800984, -1.4320985114172404, 8.166680348152882);"[[256.18811165 439.57691511]
 [143.18541734 316.6061435 ]
 [176.36960718 415.61843363]
 [185.25520711 423.41303462]
 [195.29401641 429.89254902]
 [206.11425623 435.16187557]
 [217.85103251 439.3760978 ]
 [230.31772702 441.89465665]
 [243.17339281 442.16153674]
 [143.65167756 328.83487416]
 [145.26472343 340.43267914]
 [147.41319536 351.9041371 ]
 [150.16182213 363.24613752]
 [153.50954955 374.5532845 ]
 [157.53016463 385.83841054]
 [162.41275841 396.72596256]
 [168.71210337 406.68100904]
 [284.9351549  291.15049607]
 [291.98334858 380.77689022]
 [290.0885598  390.75756271]
 [287.26699196 400.47732886]
 [283.55841809 409.83984063]
 [279.35533647 419.09308071]
 [273.89349602 427.56046525]
 [266.43173378 434.61025917]
 [287.46245877 300.67654593]
 [289.62425743 310.29346855]
 [291.42693342 319.95882264]
 [292.74372526 329.76726079]
 [293.55234635 339.74351534]
 [293.73707389 349.91885815]
 [293.68070348 360.06307298]
 [293.11736559 370.22978366]
 [192.66462914 322.51253298]
 [192.30101057 318.00863046]
 [177.68331003 321.08616543]
 [184.70498348 322.7617922 ]
 [200.51180865 320.08058796]
 [192.30101057 318.00863046]
 [207.61288459 316.83659515]
 [191.58962843 312.36897209]
 [183.54721897 315.47478546]
 [200.0936213  312.94761238]
 [163.49959298 310.24756133]
 [174.87429798 306.70831052]
 [187.08669213 304.56359301]
 [213.83844044 305.47263453]
 [200.32787893 304.01166   ]
 [172.10110927 299.19553441]
 [185.85261177 295.09590157]
 [214.0273794  298.73201531]
 [200.54366905 295.58958079]
 [215.54843877 392.67927955]
 [249.44285419 398.65621705]
 [231.89104441 390.802655  ]
 [225.54809162 397.4210119 ]
 [236.76717637 399.69468817]
 [260.44805836 384.83618069]
 [267.42867688 388.42677958]
 [260.86693378 395.38073384]
 [247.58613585 388.38626089]
 [272.40114861 380.86589897]
 [246.64595328 386.13099984]
 [238.41491875 379.5249895 ]
 [226.37579495 385.33394056]
 [220.25901698 391.88661481]
 [231.3152161  388.80465751]
 [252.0099574  376.69106199]
 [262.88008185 377.55003716]
 [268.63338184 381.82008913]
 [259.56040097 382.83250691]
 [245.63922485 379.67607789]
 [230.77383783 307.11451752]
 [235.08440848 320.33037034]
 [239.41862593 333.47133292]
 [219.57205657 314.94949434]
 [220.88888764 343.22385842]
 [217.94450814 356.80154126]
 [226.29469219 360.1189987 ]
 [234.65617648 360.24863756]
 [243.82434617 360.50430549]
 [241.99740867 310.38929825]
 [253.7864885  336.39953372]
 [261.04367516 347.6588625 ]
 [256.81146069 353.66645713]
 [250.82912157 356.71252571]
 [243.74457746 346.6554169 ]
 [262.01410942 309.40340464]
 [261.02699783 305.15119404]
 [248.34592003 309.30284035]
 [254.90183787 309.92759713]
 [268.66063844 306.78388087]
 [261.02699783 305.15119404]
 [273.87640539 302.79749893]
 [259.92866585 299.85215158]
 [252.95521461 303.18066077]
 [267.53319102 299.96151803]
 [245.92881965 299.69895748]
 [255.33208404 294.70048473]
 [265.05463251 291.50294846]
 [274.40335754 289.34519121]
 [283.07966599 287.71803515]
 [243.86319074 294.60502124]
 [252.7758233  288.34501535]
 [263.20181171 283.38077029]
 [274.16517621 282.14124908]]";"[[234.19756718 292.38093609]
 [241.70467508 288.2498662 ]
 [250.87145487 287.0218782 ]
 [259.81827284 289.6960682 ]
 [266.70444684 295.79044719]
 [258.57896069 297.58412894]
 [249.74069893 298.12974472]
 [241.25795106 296.16866814]]";"[[310.65874147 298.2510351 ]
 [318.16042568 292.06423964]
 [326.75671108 290.32919709]
 [335.23398386 292.51393712]
 [341.71123624 297.38527959]
 [334.96637365 300.42020379]
 [326.87490474 301.51977628]
 [318.71670512 300.02059456]]";[250.35925344 293.12771721];[326.63488523 296.5630329 ];32.50687966335681;31.052494774879904;11.107866521173491;11.190579191668805;[252 293];[325 297];0;0
