,participant,difficulty,left_pupil_movement_x,left_pupil_movement_y,right_pupil_movement_x,right_pupil_movement_y,average_pupil_movement_x,average_pupil_movement_y,average_pupil_movement_distance,movement_angle,strong_movement,direction_change,time_difference,time_stamp
0,participant_1,easy,0,0,0,0,0,0,0,0,0,0,0,1626259443832
1,participant_1,easy,0.0016714492301870777,0.008568382456978406,0.002367047249312456,-0.015071804357868231,0.002019248239749767,-0.0032517109504449125,0.0038276608469110596,1.0150928505015315,0,0,46,1626259443878
2,participant_1,easy,-0.00021582058714108375,0.07872712748407064,0.008105778313136055,0.09298271210566998,0.003944978862997485,0.08585491979487031,0.08594550663771267,1.5248792613329485,1,0,110,1626259443988
3,participant_1,easy,0.0052058300883582685,-0.02057556402700808,0.012732780753824375,-0.062077551831843276,0.008969305421091322,-0.041326557929425675,0.04228868442066973,1.3570759882797359,1,0,53,1626259444041
4,participant_1,easy,-0.0013460104931086803,0.012615347594235903,0.00414118958325719,0.06174509333813901,0.0013975895450742547,0.03718022046618746,0.03720647860858113,1.533224418111149,1,0,43,1626259444084
5,participant_1,easy,0.0,0.0,-0.01030484367957017,0.0008292695553467538,-0.005152421839785085,0.0004146347776733769,0.00516907852658001,3.0612919347351357,0,0,98,1626259444182
6,participant_1,easy,-0.006601689878303179,-0.014939176976917901,-0.011312654703945636,-0.013626091386529399,-0.008957172291124409,-0.014282634181723649,0.016858961255718802,2.1309310834130946,0,0,48,1626259444230
7,participant_1,easy,0.0,0.0,0.004446615691210604,-0.00266781386612518,0.002223307845605302,-0.00133390693306259,0.0025927602053415068,0.5403937782958218,0,0,95,1626259444325
8,participant_1,easy,0.002941702489520909,0.024210869249308917,-0.0025214917657581234,0.009071668972516244,0.00021010536188139283,0.01664126911091258,0.016642595407114377,1.558171436372499,0,0,65,1626259444390
9,participant_1,easy,0.0012858289939951903,-0.013363483707791102,0.005921664012403988,-0.01562540741024001,0.003603746503199589,-0.014494445559015556,0.01493572699678824,1.3271079775616021,0,0,52,1626259444442
10,participant_1,easy,0.0,0.0,-0.016019855949375106,0.01459741421891806,-0.008009927974687553,0.00729870710945903,0.010836515659073724,2.402619910776547,0,0,96,1626259444538
11,participant_1,easy,-0.00020977070997213785,0.011731619122206879,0.0003325289595505233,0.011266743735529597,6.137912478919273e-05,0.011499181428868237,0.011499345239229406,1.5654586823493766,0,0,50,1626259444588
12,participant_1,easy,-0.007409361396511842,-0.012803049391216308,0.020913081839082127,-0.03175902049703822,0.006751860221285142,-0.022281034944127264,0.023281583593673195,1.2765604688704266,1,0,93,1626259444681
13,participant_1,easy,0.024945812376268767,-0.012264416837136203,-0.006259451076449062,0.011533611040525325,0.009343180649909853,-0.00036540289830543863,0.009350323199491016,0.03908912671676371,0,0,46,1626259444727
14,participant_1,easy,-0.023338818961024462,0.029064238661306932,0.0,0.0,-0.011669409480512231,0.014532119330653466,0.01863753229009197,2.247368784595422,0,0,66,1626259444793
15,participant_1,easy,0.008226307809164368,0.00027768214698237925,-0.017175912526568336,-0.06636145554189764,-0.004474802358701984,-0.033041886697457626,0.033343517101185834,1.7054055403923272,1,0,95,1626259444888
16,participant_1,easy,-0.0017289154494391987,-0.030268231882339628,0.025690824268274397,0.03647022881576315,0.011980954409417599,0.003100998466711762,0.012375760988767184,0.25326933023986,0,0,50,1626259444938
17,participant_1,easy,-0.0008079259027866544,0.006567813518864587,-0.014586010660879669,0.04790152783971471,-0.007696968281833161,0.027234670679289648,0.028301424129200725,1.8462296907888747,1,0,94,1626259445032
18,participant_1,easy,0.0,0.0,0.00877905822185496,-0.03841710800019053,0.00438952911092748,-0.019208554000095263,0.019703718242764626,1.3461345114297798,0,0,43,1626259445075
19,participant_1,easy,0.0,0.0,0.002317482840921136,-0.02837117392911266,0.001158741420460568,-0.01418558696455633,0.014232833843212021,1.4892928600692719,0,0,50,1626259445125
20,participant_1,easy,-0.0011144584606434618,-0.0034849823537200933,0.0,0.0,-0.0005572292303217309,-0.0017424911768600467,0.001829420650523017,1.8803077129236105,0,0,80,1626259445205
21,participant_1,easy,0.003294458765399581,0.011224634676401932,0.0,0.0,0.0016472293826997905,0.005612317338200966,0.005849057235478271,1.2853111147281238,0,0,75,1626259445280
22,participant_1,easy,0.002960363306290522,0.012037865410085058,0.0010725470400336763,-0.0128402963539804,0.002016455173162099,-0.00040121547194767095,0.002055982811285732,0.19640564058543725,0,0,98,1626259445378
23,participant_1,easy,-0.0005202697338977183,-0.05552760029848992,-0.011674422864861046,0.016149826565814596,-0.006097346299379382,-0.01968888686633766,0.020611402134013083,1.8711142814409745,1,0,51,1626259445429
24,participant_1,easy,-0.003741971037397469,-0.07013884475133375,0.008306615414177168,-0.012198523970603831,0.0022823221883898496,-0.041168684360968794,0.041231899866301255,1.515414709468842,1,0,96,1626259445525
25,participant_1,easy,0.004346484755069924,0.06983822051395618,-0.0037723182688487846,-0.0033091630422529134,0.0002870832431105699,0.03326452873585163,0.03326576752168472,1.56216622960726,1,0,66,1626259445591
26,participant_1,easy,-0.0017135023804288941,-0.01946288755949363,0.0,0.0,-0.0008567511902144471,-0.009731443779746815,0.009769084943857682,1.658609389505176,0,0,49,1626259445640
27,participant_1,easy,0.0043604205454225685,-0.00019883570316020827,0.0009038682207941644,-0.005400277656245688,0.0026321443831083665,-0.0027995566797029484,0.0038426165117531985,0.816209747738449,0,0,93,1626259445733
28,participant_1,easy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,45,1626259445778
29,participant_1,easy,-0.0018912937357074642,0.041133423318193106,0.0029333797970811505,0.030277401754450168,0.0005210430306868432,0.03570541253632164,0.03570921408024464,1.556204532080606,1,0,97,1626259445875
30,participant_1,easy,0.014020646837687495,-0.013776443708319997,0.0,0.0,0.007010323418843748,-0.006888221854159999,0.009828134856060763,0.7766131847416315,0,0,48,1626259445923
31,participant_1,easy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,67,1626259445990
32,participant_1,easy,-0.010458484719014225,0.008602508945254961,0.0023600407291435427,0.013832817138444586,-0.004049221994935341,0.011217663041849773,0.011926112647663129,1.9172089463508097,0,0,94,1626259446084
33,participant_1,easy,-0.008477646425303218,-0.02586527757559654,-0.010476625416046093,-0.031934034446207835,-0.009477135920674656,-0.028899656010902188,0.030413914953642793,1.8876782648728363,1,0,53,1626259446137
34,participant_1,easy,-0.0010242965065064842,-0.019944811839595913,-0.0012209198236997334,-0.03561251926437948,-0.001122608165103109,-0.027778665551987696,0.027801340056579003,1.6111869503600345,1,0,89,1626259446226
35,participant_1,easy,0.0,0.0,-0.00015377411592318408,-0.01968988643615953,-7.688705796159204e-05,-0.009844943218079764,0.009845243449854185,1.5786059700934592,0,0,55,1626259446281
36,participant_1,easy,0.0034723360999321714,0.007171041647687801,0.007689973880548315,0.06325994154757267,0.005581154990240244,0.03521549159763023,0.03565501562877023,1.4136178266305888,1,0,44,1626259446325
37,participant_1,easy,0.0,0.0,0.0016464785402447537,-0.04871157988014565,0.0008232392701223769,-0.024355789940072824,0.024369698941530325,1.5370086329425026,1,0,64,1626259446389
38,participant_1,easy,0.00032617953984623315,0.04965593278704212,-0.0016303197100178454,0.061403505992383596,-0.0006520700850858061,0.05552971938971286,0.0555335477967698,1.5825385095950941,1,0,98,1626259446487
39,participant_1,easy,0.0,0.0,0.016698057450262146,0.010819759339967653,0.008349028725131073,0.0054098796699838265,0.00994852143269381,0.574943417413827,0,0,51,1626259446538
40,participant_1,easy,0.0005945899639075343,-0.00817326963113849,0.0,0.0,0.00029729498195376714,-0.004086634815569245,0.0040974343706907095,1.4981761398920999,0,0,87,1626259446625
41,participant_1,easy,0.0,0.0,-0.016352336366441293,-0.011599955121530246,-0.008176168183220646,-0.005799977560765123,0.010024443419247202,2.5246017436055164,0,0,51,1626259446676
42,participant_1,easy,-0.003255712157908779,-0.0022342534116917127,-0.007650271553155037,-0.009911225483754333,-0.005452991855531908,-0.0060727394477230225,0.008161696182560869,2.3024754403143217,0,0,111,1626259446787
43,participant_1,easy,0.00415507499269291,0.0026882913619167845,0.0065484874539713895,0.002643273925011902,0.0053517812233321495,0.0026657826434643432,0.005978959722611142,0.46213549895656525,0,0,49,1626259446836
44,participant_1,easy,0.001293039221207656,-0.04445110828285598,0.0031904572885604436,-0.008902818166457412,0.0022417482548840496,-0.026676963224656694,0.026770988067831215,1.4869601820449831,1,0,46,1626259446882
45,participant_1,easy,-0.004618919502992074,-0.07225968733285115,-0.0009647619324429017,-0.08860079059012566,-0.002791840717717488,-0.0804302389614884,0.08047867862977891,1.6054937277870085,1,0,97,1626259446979
46,participant_1,easy,-0.004350590485944942,0.00523975642622017,0.0,0.0,-0.002175295242972471,0.002619878213110085,0.0034052417308654544,2.2637441077095737,0,0,50,1626259447029
47,participant_1,easy,0.0,0.0,-0.008058760678059274,0.015605130035194073,-0.004029380339029637,0.007802565017597037,0.008781567443821612,2.047491428063977,0,0,94,1626259447123
48,participant_1,easy,0.0218370052295733,-0.009583028020597795,0.0,0.0,0.01091850261478665,-0.004791514010298897,0.011923602889227464,0.41353755237861334,0,0,66,1626259447189
49,participant_1,easy,-0.020974691809821224,0.008398804137292245,0.007778621115094047,-0.016472027321545964,-0.006598035347363589,-0.0040366115921268595,0.00773487579672436,2.5925491582712876,0,0,52,1626259447241
50,participant_1,easy,0.0,0.0,-0.005373072238759161,0.009504539429638807,-0.0026865361193795807,0.004752269714819403,0.005459079021512767,2.085322691266451,0,0,91,1626259447332
51,participant_1,easy,0.008217177897989932,0.09664781134720675,-0.001521440607226183,-0.017547131856243698,0.003347868645381874,0.03955033974548153,0.03969178250532151,1.4863493493180633,1,0,51,1626259447383
52,participant_1,easy,-0.003241496145633292,0.03163861175422925,0.004677008458380685,0.10039750859960997,0.0007177561563736965,0.06601806017691961,0.06602196182652702,1.5599246368943416,1,0,94,1626259447477
53,participant_1,easy,0.0018114523599784356,-0.04564950410776631,0.0010293172746725994,-0.042800520591515824,0.0014203848173255174,-0.04422501234964107,0.04424781588231439,1.538690134833795,1,0,55,1626259447532
54,participant_1,easy,-0.0007198891533250413,0.01452519664460773,9.799264848285263e-05,0.017400469663495306,-0.00031094825242109435,0.015962833154051517,0.01596586142742602,1.5902733787971266,0,0,63,1626259447595
55,participant_1,easy,0.0027602277889742914,0.010893163046649654,-0.00382698405999326,0.013262647271508648,-0.0005333781355094844,0.01207790515907915,0.012089676805735972,1.6149291292879309,0,0,91,1626259447686
56,participant_1,easy,-0.008267397997885029,-0.09639621992660323,0.019472296845385442,-0.005550812135458473,0.005602449423750207,-0.050973516031030855,0.05128047168378464,1.461326688738431,1,0,50,1626259447736
57,participant_1,easy,0.004717782194771122,0.08084911202446395,-0.017546944178707568,-0.0034152668904055086,-0.006414580991968222,0.038716922567029216,0.03924470591511492,1.7349838770429247,1,0,91,1626259447827
58,participant_1,easy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,48,1626259447875
59,participant_1,easy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,49,1626259447924
60,participant_1,easy,0.0010960542566646157,-0.014334916999191582,-0.003202721345485593,-0.011685653858339442,-0.0010533335444104887,-0.013010285428765513,0.013052855568561561,1.6515817255823797,0,0,110,1626259448034
61,participant_1,easy,0.007715511927145273,0.026871899563415888,0.009051525546463995,0.016083237060229176,0.008383518736804634,0.021477568311822532,0.023055787277804194,1.198646599020927,1,0,50,1626259448084
62,participant_1,easy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,95,1626259448179
63,participant_1,easy,-0.005067386913920932,-0.032162983249452354,-0.003964562021741031,-0.02098243294996617,-0.004515974467830981,-0.026572708099709262,0.02695371664810728,1.7391357930997895,1,0,50,1626259448229
64,participant_1,easy,-0.004836660042587309,-0.004722110427906279,-0.00044706968689636436,0.012390270336689612,-0.0026418648647418366,0.0038340799543916666,0.004656137783638432,2.1741340293253706,0,0,95,1626259448324
65,participant_1,easy,0.004340696431015647,0.04034946205917174,0.0,0.0,0.0021703482155078233,0.02017473102958587,0.02029113558903722,1.4636309106727963,1,0,65,1626259448389
66,participant_1,easy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,49,1626259448438
67,participant_1,easy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,94,1626259448532
