,participant,difficulty,left_pupil_movement_x,left_pupil_movement_y,right_pupil_movement_x,right_pupil_movement_y,average_pupil_movement_x,average_pupil_movement_y,average_pupil_movement_distance,movement_angle,strong_movement,direction_change,time_difference,time_stamp
0,participant_2,hard,0,0,0,0,0,0,0,0,False,False,0,1632152455625
1,participant_2,hard,-0.00931208945079964,-0.045259308597798295,-0.007214885333741063,-0.0562063667714008,-0.008263487392270352,-0.05073283768459955,0.05140142063614716,99.25123231734393,True,True,60,1632152455685
2,participant_2,hard,-0.00023254039714943502,0.012934055262623785,0.006530601648494591,0.030867315955692046,0.003149030625672578,0.021900685609157915,0.02212592199282553,278.18229855004563,True,False,50,1632152455735
3,participant_2,hard,0.006488016339753783,0.03176969173575933,-0.00521629673001168,0.021747065263369853,0.0006358598048710517,0.02675837849956459,0.02676593240702463,271.36126439809055,True,False,91,1632152455826
4,participant_2,hard,0.0015144614447365513,-0.005852151242033639,0.004233057390095057,0.001256141977785592,0.002873759417415804,-0.0022980046321240235,0.0036795812911864702,38.647613846016554,False,False,70,1632152455896
5,participant_2,hard,-0.0024343203575614082,-0.021364823026054445,0.0013497208398352057,-0.02121139005178239,-0.0005422997588631013,-0.021288106538918418,0.021295012773905633,91.45925466844903,True,True,102,1632152455998
6,participant_2,hard,0.0014464582276622895,0.01400200746715346,0.0,0.0,0.0007232291138311447,0.00700100373357673,0.007038260696269235,275.8979412635254,False,False,40,1632152456038
7,participant_2,hard,-0.001245324632517083,0.037009179929099786,0.003002711238107729,0.04945567685809755,0.000878693302795323,0.04323242839359867,0.04324135713328172,271.16436871020187,True,False,53,1632152456091
8,participant_2,hard,-0.006731695008452759,0.043092563965034074,0.0032812311521078987,0.045462684125525295,-0.00172523192817243,0.044277624045279684,0.044311222238854066,267.7686578225091,True,True,97,1632152456188
9,participant_2,hard,-0.0001897320976013433,0.008285550967129695,-0.002834747466303604,0.008378909222032228,-0.0015122397819524738,0.00833223009458096,0.008468348570244396,259.7132009140813,False,True,51,1632152456239
10,participant_2,hard,-0.003795053737667506,0.007508155811250025,-0.0037438627298843484,0.0074363252205789515,-0.0037694582337759273,0.007472240515914488,0.008369181184790728,243.2308103780636,False,True,61,1632152456300
11,participant_2,hard,0.0014531604263144187,-0.009341787189396232,0.0,0.0,0.0007265802131572093,-0.004670893594698116,0.004727067355046199,81.15822418347963,False,False,93,1632152456393
12,participant_2,hard,0.0,0.0,-0.009450768903288805,-0.009597522557026776,-0.0047253844516444024,-0.004798761278513388,0.006734787897476959,134.55858515457925,False,True,51,1632152456444
13,participant_2,hard,0.0034828253938760548,-0.0007697383985003559,0.01047666572732868,-0.0033849767167373015,0.006979745560602367,-0.002077357557618829,0.0072823253506654395,16.574402381421955,False,False,57,1632152456501
14,participant_2,hard,-0.003638934248332327,-0.0027951324965734587,0.0012515530918078208,0.0005962705167889093,-0.001193690578262253,-0.0010994309898922747,0.0016228511016626198,137.35383853823774,False,True,116,1632152456617
15,participant_2,hard,0.004235563444069747,0.005842002260804986,0.002435317224032515,0.009672105199665257,0.003335440334051131,0.007757053730235121,0.008443757741418789,293.26712650985957,False,False,46,1632152456663
16,participant_2,hard,0.0010815970412823748,-0.006379640500538776,-0.003013108735226513,-0.007463994012174536,-0.0009657558469720691,-0.006921817256356657,0.006988865321807077,97.94282940442575,False,True,106,1632152456769
17,participant_2,hard,-0.0051398233206581545,-0.005630569299474544,-0.0023167315951048723,-0.009186148912800713,-0.0037282774578815134,-0.007408359106137629,0.008293602199794718,116.71395443453703,False,True,57,1632152456826
18,participant_2,hard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,50,1632152456876
19,participant_2,hard,0.00600307405636286,-0.008298051877972015,-0.0010730262092794383,-0.00927074537936863,0.002465023923541711,-0.008784398628670323,0.009123705508784137,74.32514464581243,False,False,59,1632152456935
20,participant_2,hard,0.0,0.0,0.004781596587133501,-0.0519004603797452,0.0023907982935667503,-0.0259502301898726,0.026060129765369495,84.73619135811276,True,False,99,1632152457034
21,participant_2,hard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,52,1632152457086
22,participant_2,hard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,48,1632152457134
23,participant_2,hard,0.017300353903031373,0.010034013337160152,0.0047280683186434495,0.04811354183009025,0.011014211110837412,0.0290737775836252,0.03109014939456228,290.7485215917792,True,False,97,1632152457231
24,participant_2,hard,-0.019365258731009756,-0.02336838026884737,-0.011721119032997855,-0.015442655816191987,-0.015543188882003806,-0.01940551804251968,0.02486292121051353,128.69359261877636,True,True,61,1632152457292
25,participant_2,hard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,59,1632152457351
26,participant_2,hard,0.0038152120376077187,-0.006332637299027021,-0.0016889464944127401,-0.0045340138088571505,0.0010631327715974893,-0.005433325553942086,0.0055363596220950675,78.92887506175992,False,False,96,1632152457447
27,participant_2,hard,0.003124664765364476,-0.008506154365494019,-0.0021194074352005533,-0.0030827461883039314,0.0005026286650819613,-0.005794450276898976,0.005816209211025399,85.04239505473463,False,False,54,1632152457501
28,participant_2,hard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,52,1632152457553
29,participant_2,hard,0.0,0.0,-0.00023349985848810701,-0.012375025737982794,-0.00011674992924405351,-0.006187512868991397,0.0061886142269423,91.08096494734366,False,True,104,1632152457657
30,participant_2,hard,-0.0012955693504539936,0.015653411974111447,0.0029981859912107914,0.02302466377894916,0.0008513083203783989,0.019339037876530303,0.01935776618947081,272.5205444440918,False,False,57,1632152457714
31,participant_2,hard,0.0029827995581452812,0.010866573416016592,-0.002437504287509065,0.0010684655603796858,0.00027264763531810823,0.005967519488198139,0.005973744686130228,272.6159449816917,False,False,97,1632152457811
32,participant_2,hard,-0.006086810654042903,-0.011891932387143022,0.0,0.0,-0.0030434053270214515,-0.005945966193571511,0.006679583067799803,117.10535057330216,False,True,53,1632152457864
33,participant_2,hard,0.008371062067061757,-0.03192174426994034,0.0016476639091096972,-0.0392893094525108,0.005009362988085728,-0.035605526861225575,0.03595618529004237,81.9915853794589,True,False,45,1632152457909
34,participant_2,hard,-0.005855845994832392,0.028645024574338627,-0.003499166303198982,0.051653659549986464,-0.004677506149015687,0.040149342062162544,0.04042089474267751,263.3548444240318,True,True,58,1632152457967
35,participant_2,hard,0.0009173300077535298,-0.001285197176265738,0.014928749442926412,-0.026452415643290046,0.007923039725339972,-0.013868806409777891,0.01597242466631825,60.26132444052308,False,False,118,1632152458085
36,participant_2,hard,-0.004759988137412593,0.006038089720942038,-0.006759861082692771,0.00841244073377342,-0.005759924610052682,0.00722526522735773,0.009240194214363423,231.4384230460553,False,True,48,1632152458133
37,participant_2,hard,0.00014214811913693028,0.001963898545347314,-0.0031738115518957426,0.004519229175669102,-0.0015158317163794061,0.0032415638605082083,0.003578474822341861,244.93810050748417,False,True,101,1632152458234
38,participant_2,hard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,50,1632152458284
39,participant_2,hard,-0.0037474961340970346,0.01847495536536373,0.00253085149646979,0.02243239285834956,-0.0006083223188136223,0.020453674111856647,0.02046271831203278,268.29644151641753,True,True,61,1632152458345
