frame_id,LEFT_EYE_WIDTH,RIGHT_EYE_WIDTH,LEFT_EYE_HEIGHT,RIGHT_EYE_HEIGHT,LEFT_PUPIL_DIAMETER,RIGHT_PUPIL_DIAMETER,participant,difficulty_level,difficulty_easy,difficulty_hard,difficulty_medium,ROLL,PITCH,YAW,LEFT_PUPIL_POS_X,LEFT_PUPIL_POS_Y,RIGHT_PUPIL_POS_X,RIGHT_PUPIL_POS_Y,LEFT_EYE_CENTER_X,LEFT_EYE_CENTER_Y,RIGHT_EYE_CENTER_X,RIGHT_EYE_CENTER_Y
1631693691107,30.134534098018776,31.7650788812025,9.497790644789347,9.757437389307595,9.219744682312012,3.6057512760162354,participant_18,hard,0,1,0,1.759612614764535,-0.7369072545757359,3.3044819218276658,48.0,84.0,123.0,88.0,49.10891623,84.90191204,123.66812559,88.64824664
1631693691180,29.937697746463527,31.549347844975276,9.45716786041885,9.758738028322114,9.434181213378906,6.708403587341309,participant_18,hard,0,1,0,2.237278817190628,-1.050886395697263,3.990611897434303,50.0,87.0,124.0,92.0,50.74238315,88.19218114,124.0526178,92.64515444
1631693691245,29.76814240393287,31.486420452180027,9.4640899433507,9.698970624056528,7.3107709884643555,4.472335815429688,participant_18,hard,0,1,0,2.3224546948088403,-0.688062724178895,3.6747480181247165,49.0,86.0,124.0,90.0,49.39564961,86.53789757,123.33112091,91.12600098
1631693691333,29.489470339754007,31.226058491808544,9.501352974568364,9.910272029412226,6.708403587341309,1.0002000331878662,participant_18,hard,0,1,0,2.600763978401119,-1.1944984528741027,3.979701493831052,50.0,90.0,125.0,95.0,51.98245993,90.97104228,124.99897591,95.67209949
1631693691333,29.489470339754007,31.226058491808544,9.501352974568364,9.910272029412226,6.708403587341309,1.0002000331878662,participant_18,hard,0,1,0,2.6007635728302603,-1.1945051670293327,3.9797013909754346,50.0,90.0,125.0,95.0,51.98245993,90.97104228,124.99897591,95.67209949
1631693691436,29.489470339754007,31.8113660795202,9.501352974568364,8.89779814902974,8.485481262207031,8.062458038330078,participant_18,hard,0,1,0,2.4606413788800694,-1.0628275924587793,5.082318179186965,51.0,89.0,126.0,95.0,52.15357617,90.5048526,124.99897591,95.67209949
1631693691515,29.439142566465307,31.8113660795202,8.713741349842167,8.89779814902974,9.434181213378906,3.162477731704712,participant_18,hard,0,1,0,1.8036368857883929,-1.415103573118384,5.5266796337994855,51.0,89.0,125.0,94.0,52.18994827,90.39551809,125.19681732,93.8952669
1631693691581,29.148774007826415,31.852397870842665,8.619889115277147,8.862576903817171,5.492012023925781,2.2362680435180664,participant_18,hard,0,1,0,1.4626279691520097,-1.1110812448132439,5.475677322644553,53.0,88.0,127.0,92.0,53.98729369,89.00263549,126.68662359,92.84030594
1631693691637,29.245260906172906,32.32389647382662,7.928287509057554,8.10092366875324,7.211302280426025,5.09921932220459,participant_18,hard,0,1,0,0.7782449465771606,-2.221351876490601,5.128686258076664,53.0,85.0,127.0,88.0,53.17784982,85.78844518,127.82791646,88.69923062
1631693691696,29.41425353073284,32.29210088169201,7.506048647017451,7.65856666865875,2.2362680435180664,4.472335815429688,participant_18,hard,0,1,0,0.48073202749580446,-1.8458984442165995,5.003374766019745,53.0,87.0,128.0,89.0,53.52020838,88.22409875,127.57255925,90.30944858
